State,city_name,city_type,county,percent_completed_hs,poverty_rate,Median Income,Lat,Lng
AL,Ohatchee,town,,82,14.8,51688,33.7834324,-86.0024703
AL,Oneonta,city,,73.9,12.8,36852,33.9481537,-86.472764
AL,Onycha,town,,60.5,23.4,22917,31.21406,-86.2832837
AL,Opelika,city,,83.7,23,40489,32.6454116,-85.3782795
AL,Opp,city,,77.4,25.9,34695,31.2826685,-86.2555067
AL,Orange Beach,city,,92.6,10.5,57535,30.2697033,-87.5867598
AL,Orrville,town,,71.4,37.3,16250,32.3062505,-87.2455492
AL,Our Town,CDP,,78.6,0,38125,32.827644,-85.960998
AL,Owens Cross Roads,town,,86.7,9.5,51750,34.5881461,-86.4588768
AL,Oxford,city,,83.5,11.7,51375,33.6142714,-85.8349648
AL,Ozark,city,,82.5,23.1,37813,31.459017,-85.640289
AL,Paint Rock,town,,77.5,35.6,23036,34.660644,-86.3288745
AL,Panola,CDP,,38.1,40.6,,32.9506839,-88.2689206
AL,Parrish,town,,75.3,15.8,29335,33.7306642,-87.2844473
AL,Pelham,city,,92.2,4.6,67907,33.2856687,-86.8099885
AL,Pell City,city,,86.5,20.8,41944,33.5862149,-86.2860888
AL,Pennington,town,,69.9,34.9,,32.2070888,-88.0561287
AL,Penton,CDP,,51.2,30.9,30417,33.0065121,-85.4655064
AL,Perdido,CDP,,78.5,39.5,24286,31.0076815,-87.6272089
AL,Perdido Beach,town,,86.3,17.7,47222,30.3407558,-87.5049805
AL,Peterman,CDP,,97.2,14.2,28009,31.5846048,-87.259429
AL,Petrey,town,,86.5,0,38750,31.8487645,-86.2077382
AL,Phenix City,city,,84.8,21,36698,32.4709761,-85.0007653
AL,Phil Campbell,town,,78.5,34.4,25852,34.3509298,-87.706418
AL,Pickensville,town,,70,22.4,31607,33.227345,-88.2664225
AL,Piedmont,city,,76.8,25.6,28884,33.9245454,-85.6113501
AL,Pike Road,town,,95.8,2.3,97500,32.2751421,-86.1454525
AL,Pinckard,town,,88.6,13,31042,31.3115612,-85.5529906
AL,Pine Apple,town,,81.5,21,46250,31.872651,-86.9910942
AL,Pine Hill,town,,89.1,48.5,30682,31.9795943,-87.5880561
AL,Pine Level,CDP,,90.5,9.6,56125,32.581741,-86.466629
AL,Pine Ridge,town,,54.6,44.7,24286,34.4395327,-85.7844134
AL,Pinson,city,,93.2,5.8,59909,33.6889908,-86.6833228
AL,Pisgah,town,,78.7,31.9,26635,34.6809168,-85.8477523
AL,Pleasant Grove,city,,91.1,6.4,63302,33.4909405,-86.9702714
AL,Pleasant Groves,town,,85,8.2,46875,34.7325864,-86.2141504
AL,Point Clear,CDP,,89.1,12.1,47200,30.4740845,-87.9191598
AL,Pollard,town,,82.3,24.2,31607,31.0271252,-87.1735825
AL,Powell,town,,61.2,31.5,30903,34.5338917,-85.8946693
AL,Prattville,city,,89.9,11.5,55297,32.4640245,-86.4596966
AL,Priceville,town,,91,5.8,84375,34.5250932,-86.8947271
AL,Prichard,city,,78.5,36.3,23785,30.7451545,-88.0896618
AL,Providence,town,,90.5,10.8,40208,32.3418079,-87.7805662
AL,Putnam,CDP,,72.8,30,,32.024384,-88.031006
AL,Ragland,town,,73.9,17,38571,33.7445442,-86.1558079
AL,Rainbow City,city,,92.5,17.7,49338,33.9548201,-86.0419169
AL,Rainsville,city,,82.3,16.7,39691,34.4942536,-85.8477494
AL,Ranburne,town,,86.5,5.8,50909,33.5228885,-85.3446728
AL,Ray,CDP,,82.9,5.8,45909,32.8873466,-86.0377439
AL,Red Bay,city,,77.1,29.9,29076,34.4398202,-88.1408747
AL,Redland,CDP,,91.8,5.9,75139,31.351284,-85.3421559
AL,Red Level,town,,79.2,17.6,38571,31.4071111,-86.6121861
AL,Redstone Arsenal,CDP,,94,9.8,60893,34.6950842,-86.6510329
AL,Reece City,town,,85.6,13.7,43261,34.0723186,-86.0333062
AL,Reeltown,CDP,,78.5,0,74688,32.6037445,-85.8052351
AL,Reform,town,,79.4,39.9,20136,33.378451,-88.0153008
AL,Rehobeth,town,,84.9,9.5,47108,31.1229561,-85.4527113
AL,Repton,town,,58,34.6,23125,31.4090551,-87.2391473
AL,Ridgeville,town,,69.6,35.9,20625,34.0556522,-86.1021968
AL,River Falls,town,,64.6,20.5,28977,31.3529468,-86.5391273
AL,Riverside,town,,87,4.8,61417,33.6062145,-86.2044198
AL,Riverview,town,,75.5,15.9,37222,31.0604573,-87.0599683
AL,Roanoke,city,,77.2,20.3,34956,33.1512313,-85.3721708
AL,Robertsdale,city,,79.9,10.6,47364,30.5538048,-87.7119324
AL,Rock Creek,CDP,,85.2,8.1,52227,33.4770532,-87.0802735
AL,Rockford,town,,68.4,38.1,22778,32.8895681,-86.2196936
AL,Rock Mills,CDP,,70.4,36.7,,33.1598425,-85.287446
AL,Rockville,CDP,,64.7,0,-,31.42,-87.8425
AL,Rogersville,town,,81.9,28.7,36346,34.8256425,-87.2947417
AL,Rosa,town,,81.3,11.4,44808,33.9906534,-86.5133214
AL,Russellville,city,,68.9,34.4,29859,34.5078726,-87.7286431
AL,Rutledge,town,,69.8,13.5,39688,31.7304339,-86.3096846
AL,St. Florian,town,,91.7,5,62500,34.8734033,-87.6233517
AL,St. Stephens,CDP,,88.2,25.9,42500,31.5421917,-88.0559866
AL,Saks,CDP,,78.6,17.9,42070,33.6987134,-85.8396879
AL,Samson,city,,65.7,39.6,22556,31.1129539,-86.0460518
AL,Sand Rock,town,,80.8,5.9,44375,34.2428717,-85.768578
AL,Sanford,town,,73.1,17.5,33333,31.2982254,-86.3891217
AL,Saraland,city,,85.4,11.2,52621,30.820742,-88.0705556
AL,Sardis City,town,,88.7,12.5,51681,34.1742616,-86.1227533
AL,Satsuma,city,,91.8,10.3,59311,30.853241,-88.0561106
AL,Scottsboro,city,,81.8,16,38007,34.6723069,-86.0341463
AL,Section,town,,76.6,25.9,30278,34.5789747,-85.986644
AL,Selma,city,,77.8,41.9,22414,32.4073589,-87.0211007
AL,Selmont-West Selmont,CDP,,78.1,45.5,23015,32.3802669,-87.009943
AL,Semmes,city,,77.3,19.2,46596,30.7787042,-88.2596295
AL,Sheffield,city,,79.5,25,34205,34.7650887,-87.6986407
AL,Shelby,CDP,,78.9,36.8,45139,33.1086539,-86.5835907
AL,Shiloh,town,,75.6,13.7,36250,34.4625878,-85.8796945
AL,Shoal Creek,CDP,,99.6,2.6,114018,33.4136284,-86.6245751
AL,Shorter,town,,68.4,12.9,38409,32.3951313,-85.9183541
AL,Silas,town,,66,49,27875,31.7654349,-88.3291841
AL,Silverhill,town,,89.3,7.5,40921,30.5454715,-87.7516559
AL,Sims Chapel,CDP,,100,8.6,86071,31.2196171,-88.1486166
AL,Sipsey,town,,83.2,15.2,27393,33.8248272,-87.0861125
AL,Skyline,town,,75.4,19.4,38810,34.8139739,-86.1152603
AL,Slocomb,city,,75.5,17.7,35512,31.1082335,-85.594378
AL,Smiths Station,city,,80.3,13.5,46354,32.5401393,-85.0985473
AL,Smoke Rise,CDP,,92.7,5,86310,33.8917677,-86.8202746
AL,Snead,town,,80.3,11,35000,34.1195406,-86.3955398
AL,Somerville,town,,78.4,18.7,40417,34.4731491,-86.798612
AL,Southside,city,,90.3,4.7,65946,33.9245425,-86.0224718
AL,South Vinemont,town,,79.1,32.8,26141,34.2389871,-86.8644471
AL,Spanish Fort,city,,95.8,7.8,72747,30.671469,-87.9018829
AL,Spring Garden,CDP,,100,20.7,,33.9728781,-85.5538487
AL,Springville,city,,91.1,9.3,73906,33.7750997,-86.4716512
AL,Spruce Pine,CDP,,76.6,0,-,34.3925138,-87.7282079
AL,Standing Rock,CDP,,61.4,0,49583,33.0798443,-85.2530002
AL,Stapleton,CDP,,84.1,7,53083,30.742689,-87.7933252
AL,Steele,town,,78.7,17.5,31063,33.9398201,-86.2016435
AL,Sterrett,CDP,,64.1,8.5,31410,33.448718,-86.479982
AL,Stevenson,city,,81.6,24.5,38053,34.8686932,-85.8394199
AL,Stewartville,CDP,,73.7,17.5,43333,33.0792852,-86.2444177
AL,Stockton,CDP,,91.3,1.4,65000,30.9937926,-87.8580499
AL,Sulligent,city,,74,26.4,30050,33.9017738,-88.1344776
AL,Sumiton,city,,85.1,17.6,42321,33.7556606,-87.0499992
AL,Summerdale,town,,85.3,11.2,39803,30.4876954,-87.6997094
AL,Susan Moore,town,,75,20.6,40417,34.0816492,-86.4161998
AL,Sweet Water,town,,92.5,1.6,79375,32.0973707,-87.8675103
AL,Sylacauga,city,,82.5,29.8,33407,33.1731716,-86.2516406
AL,Sylvania,town,,83.6,17.9,46964,34.5623077,-85.8124715
AL,Sylvan Springs,town,,86.9,5.3,56630,33.5156628,-87.0149948
AL,Talladega,city,,73.9,27.2,29482,33.4359416,-86.1058048
AL,Talladega Springs,town,,80.1,12.5,50833,33.1215065,-86.4433121
AL,Tallassee,city,,88.9,17.1,38275,32.5359683,-85.8932923
AL,Tarrant,city,,78.6,31.8,25653,33.586822,-86.7718017
AL,Taylor,town,,83.6,19.6,43116,31.164899,-85.468267
AL,Theodore,CDP,,85.4,12.2,44284,30.5476941,-88.1752796
AL,Thomaston,town,,89.3,18.3,48523,32.2665312,-87.6252826
AL,Thomasville,city,,82.4,13.3,36146,31.9134859,-87.7358366
AL,Thorsby,town,,80.7,19.2,45478,32.9156796,-86.7158178
AL,Tibbie,CDP,,100,70.8,-,31.3621128,-88.2486215
AL,Tidmore Bend,CDP,,80.6,12.1,48466,34.0232258,-85.9247508
AL,Tillmans Corner,CDP,,82.1,17.7,48290,30.5901929,-88.1708352
AL,Town Creek,town,,83.2,29.6,28382,34.6812011,-87.4061342
AL,Toxey,town,,85.6,33.5,23542,31.9129297,-88.3094648
AL,Trafford,town,,80.8,29.1,28889,33.8181563,-86.7427712
AL,Triana,town,,81.4,27.1,41875,34.5862032,-86.7333314
AL,Trinity,town,,93.7,10,73625,34.6067588,-87.0883458
AL,Troy,city,,83.7,31.1,31707,31.8087678,-85.969951
AL,Trussville,city,,96.3,4.7,82108,33.6198251,-86.6088756
AL,Tuscaloosa,city,,87.3,25.1,39351,33.2098407,-87.5691735
AL,Tuscumbia,city,,86.2,15.3,41176,34.7312005,-87.70253
AL,Tuskegee,city,,83.6,27.6,26896,32.430237,-85.7077266
AL,Twin,town,,77.6,16.5,41705,34.0053805,-87.8564153
AL,Underwood-Petersville,CDP,,77.1,12.9,39874,34.8792309,-87.6926257
AL,Union,town,,76.2,22.7,26875,32.988181,-87.915016
AL,Union Grove,town,,91.7,6.2,40313,34.4017589,-86.4491538
AL,Union Springs,city,,57.1,26.8,30032,32.144316,-85.7149495
AL,Uniontown,town,,66.1,48.4,14967,32.4495804,-87.5141687
AL,Uriah,CDP,,83.8,14.7,23421,31.3052095,-87.5022641
AL,Valley,city,,84.9,18.5,39531,32.8187406,-85.1793852
AL,Valley Grande,city,,85.9,12.3,55134,32.5090233,-86.9874899
AL,Valley Head,town,,75.7,23.2,30391,34.5689732,-85.6149654
AL,Vance,town,,88,9,64432,33.1742847,-87.2336092
AL,Vandiver,CDP,,75.9,12.3,47171,33.4708325,-86.513511
AL,Vernon,city,,81,31.1,30292,33.7570541,-88.1089185
AL,Vestavia Hills,city,,97.3,4.3,84854,33.4487183,-86.7877668
AL,Vina,town,,57.3,23.9,22500,34.3764873,-88.0586497
AL,Vincent,town,,77.5,10.9,42692,33.3845537,-86.411924
AL,Vinegar Bend,CDP,,64.5,0,77083,31.2637726,-88.3447692
AL,Vredenburgh,town,,73.5,39,,31.8284857,-87.3216563
AL,Wadley,town,,73.9,34.7,25294,33.12275,-85.5697369
AL,Waldo,town,,75.8,22,32188,33.3803879,-86.0269133
AL,Walnut Grove,town,,68.4,10.3,38846,34.0656522,-86.3063695
AL,Warrior,city,,86.9,18.8,45396,33.8142682,-86.8094394
AL,Waterloo,town,,73.6,18.2,39167,34.9181425,-88.064203
AL,Waverly,town,,74.1,10.9,55417,32.735408,-85.5791191
AL,Weaver,city,,83.9,5.7,44851,33.7520456,-85.8113543
AL,Webb,town,,78,18.7,35375,31.2604534,-85.2732658
AL,Wedowee,town,,70.1,26.7,26574,33.3090047,-85.484675
AL,Weogufka,CDP,,56.3,43.2,19792,33.0167076,-86.3121433
AL,West Blocton,town,,79.9,31.6,36250,33.1181748,-87.1249954
AL,West End-Cobb Town,CDP,,68.1,19.6,35233,33.6440444,-85.8742095
AL,West Jefferson,town,,88.3,10.2,45938,33.6492731,-87.0686089
AL,Westover,town,,85.2,13.4,58906,33.3535324,-86.5274419
AL,West Point,town,,86.9,14.2,50329,34.2387103,-86.9591727
AL,Wetumpka,city,,85,10.7,46190,32.5437448,-86.2119127
AL,Whatley,CDP,,-,-,-,31.6507136,-87.7049967
AL,White Hall,town,,66.6,42.7,18462,32.3270827,-86.7119247
AL,White Plains,CDP,,95.7,5,55781,33.7473247,-85.6891289
AL,Whitesboro,CDP,,84.4,25.2,36736,34.1634283,-86.0694185
AL,Wilsonville,town,,88,20.3,43456,33.234281,-86.4835916
AL,Wilton,town,,84.6,12,39750,33.0787308,-86.8816562
AL,Winfield,city,,86.8,13.3,40654,33.928993,-87.8172457
AL,Woodland,town,,86.4,26.6,34205,33.3742812,-85.399673
AL,Woodstock,town,,89.5,13.5,54519,33.2067835,-87.1499961
AL,Woodville,town,,77.7,25.9,34444,34.6278654,-86.2744285
AL,Yellow Bluff,town,,62,44.1,16786,31.9636694,-87.4814447
AL,York,city,,77.1,46.8,17399,32.4862491,-88.2964183
AK,Adak,city,,93.4,39.3,78500,51.88,-176.6580556
AK,Akhiok,city,,62.5,40.5,26250,56.9455556,-154.1702778
AK,Akiachak,CDP,,76.7,26.1,38750,60.9094444,-161.4313889
AK,Akiak,city,,81.3,31.3,42000,60.9122222,-161.2138889
AK,Akutan,city,,73,16.1,24750,54.1355556,-165.7730556
AK,Alakanuk,city,,65.4,44.6,32917,62.6888889,-164.6152778
AK,Alatna,CDP,,100,0,-,66.5572222,-152.7072221
AK,Alcan Border,CDP,,100,0,-,62.6584334,-141.131215
AK,Aleknagik,city,,84,11.6,41875,59.2730556,-158.6177778
AK,Aleneva,CDP,,0,0,-,58.0599999,-152.9097222
AK,Allakaket,city,,72.9,9.1,26500,66.5655556,-152.6455556
AK,Ambler,city,,78.7,21.4,42344,67.0861111,-157.8513888
AK,Anaktuvuk Pass,city,,80.9,26.3,66250,68.1433333,-151.7358334
AK,Anchorage,municipality,,93,8.2,78326,61.2180556,-149.9002778
AK,Anchor Point,CDP,,93.8,10.1,51591,59.7766667,-151.8313889
AK,Anderson,city,,98.6,0,87708,64.3441667,-149.1869442
AK,Angoon,city,,86.7,17.8,32750,57.5033333,-134.5838889
AK,Aniak,city,,83.8,19,60500,61.5828109,-159.5407139
AK,Anvik,city,,94.2,16.3,26563,62.6561111,-160.2066666
AK,Arctic Village,CDP,,75,36.6,26250,68.1269444,-145.5377777
AK,Atka,city,,89.5,1.5,50625,52.1961111,-174.2005556
AK,Atmautluak,CDP,,70.2,25.6,50625,60.8669444,-162.2730555
AK,Atqasuk,city,,75.9,23.3,52500,70.4821714,-157.4206948
AK,Attu Station,CDP,,100,-,-,52.8887832,173.1035661
AK,Badger,CDP,,96.2,4.5,75917,64.8348557,-147.5033568
AK,Barrow,city,,84.6,11.7,76902,71.2905556,-156.788611
AK,Bear Creek,CDP,,92.5,12.7,81458,60.1641667,-149.395
AK,Beaver,CDP,,69.8,30,24000,66.3594444,-147.3963889
AK,Beluga,CDP,,66.7,33.3,,61.1768946,-151.1527851
AK,Bethel,city,,85.8,11.4,76135,60.7922222,-161.7558334
AK,Bettles,city,,100,0,50000,66.9188889,-151.516111
AK,Big Delta,CDP,,97.6,13,65417,64.1525,-145.8422222
AK,Big Lake,CDP,,90.4,9.6,70988,61.5118164,-149.9663271
AK,Birch Creek,CDP,,0,100,-,66.261111,-145.8144444
AK,Brevig Mission,city,,78,57.6,32344,65.3347222,-166.4891666
AK,Buckland,city,,86.2,24.4,60357,65.9797222,-161.1230556
AK,Buffalo Soapstone,CDP,,90.4,4.6,68333,61.7259493,-149.0974775
AK,Butte,CDP,,94.3,9.6,81875,61.5422222,-149.0333333
AK,Cantwell,CDP,,95,9.1,56000,63.3916667,-148.9508332
AK,Central,CDP,,82.2,5.2,,65.5725,-144.8030556
AK,Chalkyitsik,CDP,,88.7,36.6,29375,66.6544444,-143.7222221
AK,Chase,CDP,,65.2,0,-,62.4506488,-150.0460277
AK,Chefornak,city,,74.3,18.4,55625,60.16,-164.2658333
AK,Chena Ridge,CDP,,96.5,4.9,93532,64.826924,-147.9674956
AK,Chenega,CDP,,100,34.8,,60.1003059,-147.9448419
AK,Chevak,city,,82.8,32.8,41136,61.5277778,-165.5863889
AK,Chickaloon,CDP,,91.7,13.5,40893,61.7966667,-148.4627779
AK,Chicken,CDP,,-,-,-,64.0733333,-141.936111
AK,Chignik,city,,100,0,96250,56.2952778,-158.4022222
AK,Chignik Lagoon,CDP,,84,0,93438,56.3091634,-158.5356748
AK,Chignik Lake,CDP,,68.2,8.6,45000,56.2555556,-158.7625
AK,Chiniak,CDP,,100,0,-,57.6111223,-152.2807746
AK,Chisana,CDP,,-,-,-,62.0666742,-142.042194
AK,Chistochina,CDP,,80,20.3,,62.565,-144.6647222
AK,Chitina,CDP,,82.6,15,,61.5158334,-144.4369443
AK,Chuathbaluk,city,,92,50.5,43750,61.5719444,-159.245
AK,Circle,CDP,,54.3,63.6,17125,65.8255556,-144.0605556
AK,Clam Gulch,CDP,,84.3,13.2,,60.2311111,-151.393611
AK,Clark's Point,city,,74.2,55.4,25833,58.8369548,-158.5267195
AK,Coffman Cove,city,,91.9,6,41786,56.0138889,-132.8277778
AK,Cohoe,CDP,,95,16,57228,60.3686111,-151.3063888
AK,Cold Bay,city,,97.5,0,86250,55.204498,-162.7183867
AK,Coldfoot,CDP,,70,30,-,67.2524398,-150.1771514
AK,College,CDP,,94.9,8.2,73812,64.8569444,-147.8027777
AK,Cooper Landing,CDP,,95.3,4.2,64301,60.49,-149.8341667
AK,Copper Center,CDP,,84.8,18.8,39063,61.955,-145.3052778
AK,Cordova,city,,91.6,5.8,85833,60.5424087,-145.7525414
AK,Covenant Life,CDP,,100,0,31875,59.3945418,-135.9913193
AK,Craig,city,,89.3,13.9,63229,55.4763889,-133.1483333
AK,Crooked Creek,CDP,,80.8,39.8,31250,61.87,-158.1108333
AK,Crown Point,CDP,,100,0,56688,60.4281722,-149.3544126
AK,Deering,city,,88,14,50000,66.0755556,-162.7172221
AK,Delta Junction,city,,95.4,10.6,72500,64.0377778,-145.7322221
AK,Deltana,CDP,,93.8,14.9,74457,63.8367895,-145.1298259
AK,Diamond Ridge,CDP,,97,9.2,69375,59.6761111,-151.5574999
AK,Dillingham,city,,93.6,12.3,66875,59.0397222,-158.4575
AK,Diomede,city,,63.6,65.1,16250,65.7582327,-168.9519256
AK,Dot Lake,CDP,,-,-,-,63.6596533,-144.0669308
AK,Dot Lake Village,CDP,,64.9,25.9,20625,63.6508333,-144.0438889
AK,Dry Creek,CDP,,100,15.5,,63.6533333,-144.6652778
AK,Eagle,city,,90.7,25.8,33125,64.7880556,-141.1999999
AK,Eagle Village,CDP,,82.4,17.6,,64.7805556,-141.1136112
AK,Edna Bay,city,,-,-,-,55.9488889,-133.6622221
AK,Eek,city,,68.7,21.2,39063,60.2188889,-162.0244444
AK,Egegik,city,,91.1,17.6,38125,58.2155556,-157.3758333
AK,Eielson AFB,CDP,,96.6,6.8,53388,64.6430952,-147.0638234
AK,Ekwok,city,,63.4,28.6,31875,59.3497222,-157.4752777
AK,Elfin Cove,CDP,,100,0,106667,58.1944444,-136.3433332
AK,Elim,city,,86.9,29.3,37188,64.6175,-162.2605556
AK,Emmonak,city,,83.9,25.8,44773,62.7756375,-164.5544697
AK,Ester,CDP,,95,9.1,68163,64.8557761,-147.9783109
AK,Eureka Roadhouse,CDP,,-,-,-,61.936667,-147.1699999
AK,Evansville,CDP,,78.6,0,23750,66.9227778,-151.5080557
AK,Excursion Inlet,CDP,,86.7,12.5,-,58.4173411,-135.4439803
AK,Fairbanks,city,,91.2,13.1,55229,64.8377778,-147.7163888
AK,False Pass,city,,100,5.4,55625,54.8508333,-163.415
AK,Farmers Loop,CDP,,98.9,5.8,100703,61.6415252,-149.150173
AK,Farm Loop,CDP,,92.4,4.1,82250,61.6415252,-149.150173
AK,Ferry,CDP,,100,100,-,64.0166667,-149.1166667
AK,Fishhook,CDP,,94.5,4.8,86917,61.7030187,-149.2666376
AK,Flat,CDP,,-,-,-,62.4536111,-158.0075
AK,Fort Greely,CDP,,100,0,,63.8858021,-145.607616
AK,Fort Yukon,city,,77.1,18.5,39583,66.56735,-145.2513402
AK,Four Mile Road,CDP,,50,0,-,64.6033451,-149.1165852
AK,Fox,CDP,,100,0,76563,64.9580556,-147.6183334
AK,Fox River,CDP,,37.9,17.1,57083,59.8583333,-150.9583333
AK,Fritz Creek,CDP,,92.7,11.7,61875,59.7361111,-151.2952779
AK,Funny River,CDP,,94.3,11.9,59314,60.5019444,-150.7622222
AK,Gakona,CDP,,92.9,8.8,80625,62.3019444,-145.3019445
AK,Galena,city,,86.4,7.9,63333,64.7333333,-156.9275
AK,Gambell,city,,72.4,41.3,29417,63.7797222,-171.7411111
AK,Game Creek,CDP,,100,0,-,58.0566667,-135.5077779
AK,Gateway,CDP,,96.1,7.8,92739,61.5727778,-149.2408333
AK,Glacier View,CDP,,90.2,9.2,43000,61.7989253,-147.6081061
AK,Glennallen,CDP,,94.4,0,,62.1097214,-145.5573019
AK,Goldstream,CDP,,97.3,3.7,88371,64.9432578,-147.7916648
AK,Golovin,city,,90.4,39.4,40000,64.5433333,-163.0291668
AK,Goodnews Bay,city,,58.6,36.2,30313,59.1284954,-161.5720028
AK,Grayling,city,,70.4,42,20417,62.9036111,-160.0647222
AK,Gulkana,CDP,,91.2,7.8,,62.2086338,-145.4514817
AK,Gustavus,city,,95.6,8.1,57639,58.4133333,-135.7369443
AK,Haines,CDP,,95.4,5.1,69735,59.2358333,-135.445
AK,Halibut Cove,CDP,,100,0,-,59.595,-151.225
AK,Happy Valley,CDP,,91.4,15.5,41625,59.9351742,-151.7381373
AK,Harding-Birch Lakes,CDP,,94.5,4.2,51042,64.3822388,-146.5667274
AK,Healy,CDP,,93.6,6.8,88462,63.8697384,-149.021511
AK,Healy Lake,CDP,,-,-,-,64.0387814,-144.5795064
AK,Hobart Bay,CDP,,-,-,-,57.4658333,-133.3533334
AK,Hollis,CDP,,89.5,4.8,103571,55.5234753,-132.7122839
AK,Holy Cross,city,,86.1,13.1,36094,62.1994444,-159.7713888
AK,Homer,city,,95.9,12.6,55849,59.6425,-151.5483333
AK,Hoonah,city,,87.7,16.4,57708,58.11,-135.4436111
AK,Hooper Bay,city,,75,40.9,35938,61.5311111,-166.0966666
AK,Hope,CDP,,100,0,-,60.9202778,-149.6402778
AK,Houston,city,,90.2,14.8,50438,61.6302778,-149.8180556
AK,Hughes,city,,92.6,21,32500,66.0488889,-154.2555557
AK,Huslia,city,,93.1,24.5,42000,65.698611,-156.3997223
AK,Hydaburg,city,,90.1,17.3,31250,55.2080556,-132.8266667
AK,Hyder,CDP,,53.8,46.2,-,55.9177254,-130.02768
AK,Igiugig,CDP,,90.3,6.1,51250,59.3277778,-155.8947222
AK,Iliamna,CDP,,88.7,15.8,68750,59.7547222,-154.9061111
AK,Ivanof Bay,CDP,,-,-,-,55.9105409,-159.4922634
AK,Juneau city and,borough,,94.8,6.6,85746,58.3019444,-134.4197221
AK,Kachemak,city,,92.6,8.9,70625,59.6722222,-151.4338888
AK,Kake,city,,85.7,21.8,40417,56.9758333,-133.9472222
AK,Kaktovik,city,,76.5,4.1,48125,70.1319444,-143.6238889
AK,Kalifornsky,CDP,,96.3,5.1,72335,60.4183333,-151.29
AK,Kaltag,city,,86.4,13.5,28750,64.3272222,-158.7219444
AK,Karluk,CDP,,85,31.8,20938,57.5719444,-154.4555556
AK,Kasaan,city,,90.2,2.8,49286,55.5388889,-132.4008333
AK,Kasigluk,CDP,,68.1,35.8,43750,60.8955556,-162.5180556
AK,Kasilof,CDP,,100,5.7,65893,60.3375,-151.2744444
AK,Kenai,city,,89.7,10.9,62236,60.5544444,-151.2583333
AK,Kenny Lake,CDP,,100,35.9,,61.7191667,-144.9483332
AK,Ketchikan,city,,89.9,16.6,53111,55.3422222,-131.6461112
AK,Kiana,city,,76.1,36.3,41250,66.9705861,-160.4397437
AK,King Cove,city,,87.3,17.5,63667,55.0616667,-162.3102777
AK,King Salmon,CDP,,93.2,11.9,81563,58.6883251,-156.661351
AK,Kipnuk,CDP,,76.4,35.1,34583,59.9401747,-164.0833318
AK,Kivalina,city,,64.6,29.9,52917,67.7269443,-164.5333333
AK,Klawock,city,,86.2,17.5,38125,55.5522222,-133.0958333
AK,Klukwan,CDP,,86.5,10.6,50000,59.4038889,-135.8844444
AK,Knik-Fairview,CDP,,91.2,8.2,82858,61.5158655,-149.6120203
AK,Knik River,CDP,,93,7.1,68250,61.4677501,-148.9502445
AK,Kobuk,city,,72.1,49.1,43333,66.9072222,-156.8811111
AK,Kodiak,city,,87.1,11.8,62934,57.79,-152.4072221
AK,Kodiak Station,CDP,,97.2,6.8,61923,57.7707201,-152.5267657
AK,Kokhanok,CDP,,84.5,24.1,32083,59.4394444,-154.7761111
AK,Koliganek,CDP,,77.3,14.7,40000,59.7286111,-157.2844445
AK,Kongiganak,CDP,,79.4,26.2,37679,59.9598594,-162.8902926
AK,Kotlik,city,,74.2,31.6,39583,63.0341667,-163.5533333
AK,Kotzebue,city,,82.9,16.3,87708,66.8983333,-162.5966666
AK,Koyuk,city,,82.4,48.9,33182,64.9319444,-161.1569443
AK,Koyukuk,city,,82.4,46.3,17083,64.8802778,-157.7008333
AK,Kupreanof,city,,100,5,52083,56.8144444,-132.9805556
AK,Kwethluk,city,,75.9,28.3,44063,60.8122222,-161.4358333
AK,Kwigillingok,CDP,,78.8,21.5,42188,59.8723383,-163.1658296
AK,Lake Louise,CDP,,73.3,46.7,-,62.2813889,-146.5511111
AK,Lake Minchumina,CDP,,88.2,14.3,82813,63.8827778,-152.3122223
AK,Lakes,CDP,,95.1,7.3,83574,61.6208331,-149.3019654
AK,Larsen Bay,city,,78.7,13.1,47917,57.54,-153.9786111
AK,Lazy Mountain,CDP,,97.1,8.2,82109,61.6261111,-148.9455556
AK,Levelock,CDP,,88.6,20.2,37813,59.1141667,-156.8588888
AK,Lime Village,CDP,,28.6,85.7,,61.3563889,-155.4355556
AK,Livengood,CDP,,100,0,-,65.5244443,-148.5447222
AK,Loring,CDP,,-,-,-,55.6025,-131.6361111
AK,Lowell Point,CDP,,100,35.5,-,60.0725,-149.4411111
AK,Lower Kalskag,city,,78.5,35.2,30536,61.5122222,-160.3580556
AK,Lutak,CDP,,100,0,-,59.3411111,-135.5655555
AK,McCarthy,CDP,,74.4,0,-,61.4333333,-142.9216667
AK,McGrath,city,,93.7,16.8,64792,62.9532043,-155.5959922
AK,McKinley Park,CDP,,97.1,30.2,78750,63.6515264,-148.8162163
AK,Manley Hot Springs,CDP,,86.7,33.3,54375,65.0011111,-150.6338888
AK,Manokotak,city,,87.5,17.4,36667,58.9813889,-159.0583331
AK,Marshall,city,,86,20.3,36875,61.8777778,-162.081111
AK,Meadow Lakes,CDP,,90.4,12.9,65850,61.6247222,-149.601111
AK,Mekoryuk,city,,80.2,18.4,24750,60.3722206,-166.270373
AK,Mendeltna,CDP,,100,0,-,62.0661111,-146.4499999
AK,Mentasta Lake,CDP,,70.1,57.3,21250,62.923709,-143.5312583
AK,Mertarvik,CDP,,-,-,-,60.9425079,-164.6419162
AK,Metlakatla,CDP,,91,12,49924,55.1291667,-131.5722222
